2837762,0,0,0,0,0,0,0,0,0,0,0,2,13,26,34,62,81,77,248,212,185,159,170,158,137,123,187,124,1998
2837806,1,0,0,0,0,0,0,0,0,0,0,5,18,27,33,60,103,83,306,260,210,164,202,171,124,116,142,143,2168
2837835,21259,17309,17964,13464,9070,6868,7986,6900,149,0,0,5,12,26,24,53,106,92,240,217,145,145,153,138,120,94,129,118,102786
2837421,0,0,0,0,0,8,16,3,4,0,1,3,9,25,17,1,0,12,17,31,12,22,56,18,17,17,11,69,369
2841527,805,1419,1746,1695,1154,1159,975,700,23,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,1,1,0,9685
2841105,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,10,7,10,12,7,7,3,3,5,7,81
2840789,0,0,0,0,0,0,0,0,0,0,0,29,54,58,48,50,33,79,51,57,92,57,61,70,70,42,55,74,980
2841581,1649,2769,3301,3395,2772,3099,2606,1762,50,0,0,0,1,0,0,0,0,0,1,5,1,0,6,1,1,1,1,0,21421
2841617,1207,2065,2341,2505,1882,1983,1663,1161,37,0,0,0,0,1,0,1,0,1,0,4,1,2,1,0,2,0,4,3,14864
2841535,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,2,8,5,9,6,5,7,1,1,8,1,64
2841434,1308,2200,2493,2578,1958,2107,1784,1220,42,0,1,36,74,43,87,54,99,101,166,256,226,193,217,169,118,102,86,78,17796
2843119,13097,28269,32608,28603,15086,10047,11512,10363,146,0,2,108,354,316,415,410,756,695,1188,1144,932,865,963,820,737,605,755,764,161560
2843164,9783,23447,20581,12818,8918,6464,7520,6630,163,12,1,31,85,74,100,129,209,162,253,266,196,195,185,166,144,126,150,189,98997
2841200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841359,1213,1998,2283,2413,1811,1946,1625,1143,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14470
2841339,1187,1906,2175,2320,1716,1795,1541,1059,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13737
2841303,1149,1857,2140,2276,1694,1755,1503,1036,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13449
2841248,1091,1791,2097,2210,1652,1727,1458,1007,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071
2838294,786,1038,1151,1838,2522,1116,1220,822,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10498
2838332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2838456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843953,8974,25543,26673,20167,11629,8048,9377,8255,160,0,1,81,201,274,297,311,280,342,735,725,702,651,539,262,361,308,330,348,125574
2841519,749,1340,1682,1611,1051,1028,877,590,20,0,0,0,1,0,3,0,0,2,2,0,1,0,0,0,0,0,2,3,8962
2841948,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,6,8,4,2,1,4,2,5,1,2,5,53
2841128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,3,3,0,0,0,13
2841084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,3,2,1,0,1,0,0,16
2841050,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,3,5,1,0,0,0,0,0,19
2841145,1079,1776,2068,2180,1621,1725,1463,1012,37,0,0,0,0,0,0,0,0,1,2,1,3,4,1,1,3,3,1,0,12981
2841144,1050,1713,2006,2146,1564,1683,1425,995,36,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,0,1,2,12631
2841146,1014,1662,1932,2090,1541,1621,1380,954,35,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,2,1,12241
2843667,20784,50860,21675,11665,8181,6179,7350,6617,155,7,14,87,158,158,161,189,371,330,450,460,357,356,365,274,266,221,305,281,138276
2837209,30362,23611,26958,20729,11981,8106,9589,8328,147,0,0,1,2,0,1,1,0,3,11,13,8,18,21,8,7,3,8,23,139939
2837175,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,8,4,2,7,19,8,7,6,5,25,99
2837185,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,10,19,12,15,38,9,9,6,5,31,163
2837210,1,0,0,0,0,0,0,0,0,0,0,11,23,2,4,2,2,13,28,35,26,41,64,17,20,10,12,43,354
2837319,3,0,0,0,0,0,0,0,0,0,0,5,22,51,22,1,2,12,36,42,22,39,101,24,22,11,7,44,466
